"","Column","lat","lng","label_place_of_publication","X20","city","country","language","dates_of_reprints","date","time","date.3","cartodb_id","translator_s","title","publisher","number_of_printings_and_or_editions","sales_figures_if_known","link_to_cover","link_to_sound_file_of_title","notes","source__w__worldcat__it__index_translationum","X_column","Column.23"
"184",63,49.6249902372768,18.3999339278089,"Frýdek-Místek","Frýdek-Místek","Frýdek-Místek","Czech Republic","Czech","0",2007,"01/01/2007 00:00","",63,"Jarmila Fastrová","Jana Eyrová","Alpress ","3",NA,"https://www.dropbox.com/s/9q7bx3jurgpbs4b/2007%20Fastrov%C3%A1.jpg?dl=0","","First Frýdek-Místek edition of the translation originally published in Prague in 1954. ","IT",NA,""
"185",NA,50.1009309442364,14.4200735199018,"Prague","Prague","Prague","Czech Republic","Czech","",2012,"01/01/2012 00:00","",NA,"Pavla a Matouš Iblovi","Jane Eyreová","Československý spisovatel","",NA,"","","","",NA,""
"186",NA,50.0663009093259,14.3378097152556,"Prague","Prague","Prague","Czech Republic","Czech","",2013,"01/01/2013 00:00","",NA,"Petr Polák","Jana Eyrová","Dobrovský","",NA,"","","","",NA,""
"187",NA,50.0695595847052,14.6749683297601,"	Říčany","	Říčany","	Říčany","Czech Republic","Czech","2020",2018,"01/01/2018 00:00","",NA,"Hana Jovanovičová","Jana Eyrová ","Sun","",NA,"","","Translated from Sara Torrico's Spanish abridgement: 'Světová četba pro školáky' ('world reading for schoolchildren')","",NA,""
"188",NA,49.7694793312554,14.2782652995581,"Voznice","Voznice","Voznice","Czech Republic","Czech","0",2018,"01/01/2018 00:00","",NA,"Miroslav Kaftan","Jana Eyrová","LEDA","",NA,"","","","",NA,""
"189",NA,50.105114908528,14.4402916826526,"Prague","Prague","Prague","Czech Republic","Czech","",2019,"01/01/2019 00:00","",NA,"Petra Diestlerová","Jana Eyrová","CooBoo","",NA,"","","","",NA,""
"190",NA,49.8033779922092,16.9406785105758,"	Dubicko","	Dubicko","	Dubicko","Czech Republic","Czech","",2020,"01/01/2020 00:00","",NA,"Karolina Doláková","Jane Eyre","INFOA","",NA,"","","Translated from Anna Claybourne's retelling","",NA,""
"191",NA,55.6355610178701,12.6280154383388,"Copenhagen","Copenhagen","Copenhagen","Denmark","Danish","1856-7, 1884",1850,"01/01/1850 00:00","",NA,"Unknown","En Guvernantes Memoirer / A Governess's Memoir","Morgenposten","3",NA,"","","Serialised from 1 February to 13 June. Source: Jay Dillon Rare Books + Manuscripts. Published by Jordans Forlag in volume form in the same year, as Jane Eyre, eller en Gouvernantes Memoirer / Jane Eyre, or a Governess's Memoir. Source: Erland Munch-Petersen, Bibliografi over oversættelser til dansk 1800-1900 af prosafiktion fra de germanske og romanske sprog, Rosenkilde og Bagger, 1976","http://bibliografi.dk/content.php?page=author&value=13323",NA,""
"192",NA,56.7766225103238,8.74017445849863,"Erslev","Erslev","Erslev","Denmark","Danish","0",1884,"01/01/1884 00:00","",NA,"Unknown","Jane Eyre, eller en Gouvernantes Memoirer / Jane Eyre, or a Governess's Memoir","","",NA,"","","First Erslev edition of the translation originally published in 1850 in Copenhagen","WorldCat",NA,""
"193",73,55.4187949749758,11.4809174180369,"Sorø","Sorø","Slagelse","Denmark","Danish","0",1894,"01/01/1894 00:00","",74,"Vilhelm Møller","Jane Eyre","Sorø Amtstidende ","1",NA,"","","","http://bibliografi.dk/content.php?page=author&value=13323",NA,""
"194",NA,55.7239328501664,12.6529581366685,"Copenhagen","Copenhagen","Copenhagen","Denmark","Danish","1905, 1909, 1911, 1913, 1914, 1944",1897,"01/01/1897 00:00","",NA,"Sofie Horten","Et Vajsenhusbarn eller Jane Eyre. En Gouvernantes Memoirer / An Orphan or Jane Eyre. A Governess's Memoir","R. Stjernholm (Roman-Bazar) ","7",NA,"","","The 1905 edition is with Vort Lands Feuilletori; 1909 is with Østjydsk Forlagsforretning and is titled Et Vaisenhusbarn: (Jane Eyre); 1911 is with Frederiksbergs Biblioteks Forlag and may be abridged (96pp); 1913 is with Romanforlaget; 1914 is with Danmark; 1944 is with Det Danske forlag","http://bibliografi.dk/content.php?page=author&value=13323",NA,""
"195",NA,55.6827094549696,12.6146542941333,"Copenhagen","Copenhagen","Copenhagen","Denmark","Danish","0",1909,"01/01/1909 00:00","",NA,"Unknown","Jane Eyre","Chr. Flor","1",NA,"","","","http://bibliografi.dk/content.php?page=author&value=13323",NA,""
"196",NA,55.7540865116205,12.6608739831132,"Copenhagen","Copenhagen","Copenhagen","Denmark","Danish","0",1913,"01/01/1913 00:00","",NA,"Emma Sunde","Et Vajsenhusbarn / An Orphan","Forlaget Danmark","1",NA,"","","","http://bibliografi.dk/content.php?page=author&value=13323",NA,""
"197",NA,55.6479655413806,12.5708398879618,"Copenhagen","Copenhagen","Copenhagen","Denmark","Danish","1963, 1965, 1971(i), 1971(ii), 1978, 1984, 1987, 2011",1957,"01/01/1957 00:00","",NA,"Aslaug Mikkelsen","Jane Eyre","Unknown","8",NA,"","","The 1963 edition is with Spectator; 1965 and 1978 are with Det Danske Forlag; 1971 is with Edito (Verdenslitteraturens Perler); a second 1971 edition is with Danske Forlag, Nyt Dansk; 1984 and 1987 are with Nyt Dansk Litteraturselskab  Litteraturselskab; 2011(i) with Lindhardt og Ringhof; 2011(ii) and 2012 with Bechs Forlag; 2015 with Rosenkilde","",NA,""
"198",69,55.7830630824353,12.5604509137218,"Copenhagen","Copenhagen","Copenhagen","Denmark","Danish","2016, 2017",2015,"01/01/2015 00:00","",69,"Christiane Rohde","Jane Eyre","Rosenkilde","2",NA,"","","Later editions are with Lindhardt og Ringhof","http://bibliografi.dk/content.php?page=author&value=13323",NA,""
"199",74,56.2730114738317,10.3213983589487,"Mørke","Mørke","Syddjurs","Denmark","Danish","0",2016,"01/01/2016 00:00","",73,"Luise Hemmer Pihl","Jane Eyre","Grevas","1",NA,"","","","http://bibliografi.dk/content.php?page=author&value=13323",NA,""
"200",306,53.2476132763709,6.59157249269761,"Groningen","Groningen","Groningen","Netherlands","Dutch","0",1849,"01/01/1849 00:00","",306,"Unknown","Jane Eyre, of Het leven eener gouvernante / Jane Eyre or the Life of a Governess","C.M. Van Bolhuis Hoitsema","1",NA,"","","Serial publication in 1849-50","WorldCat",NA,""
"201",302,52.222788701451,6.12604130807015,"Deventer","Deventer","Deventer","Netherlands","Dutch","0",1874,"01/01/1874 00:00","",302,"Unknown","Jane Eyre, de wees van Lowood, of Het leven eener gouvernante / Jane Eyre, the Orphan of Lowood, or The Life of a Governess","Ter Gunne","1",NA,"https://www.dropbox.com/s/0bmbvropjcw05s4/1874%20Unknown.png?dl=0","","","WorldCat",NA,""
"202",304,52.0856014405988,4.64347709691191,"Gouda","Gouda","Gouda","Netherlands","Dutch","0",1885,"01/01/1885 00:00","",304,"Unknown","Jane Eyre, of, De wees van Lowood: een verhaal / Jane Eyre, or, The orphan of Lowood: a Story","G.B. van Goor Zonen","1",NA,"https://www.dropbox.com/s/0bmbvropjcw05s4/1874%20Unknown.png?dl=0","","","WorldCat",NA,""
"203",299,52.3918883465875,4.99715674153859,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","0",1914,"01/01/1914 00:00","",299,"J Kuylman and Leo Simons","Jane Eyre (de wees van Lowood) / Jane Eyre (the Orphan of Lowood)","Amsterdam Mij voor Goede en Goedkoope Lectuur ","1",NA,"","","","WorldCat",NA,""
"204",298,52.3435203780599,4.80513186158942,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","0",1935,"01/01/1935 00:00","",298,"Unknown","Jane Eyre of het leven eener gouvernante / Jane Eyre or the Life of a Governess","Hollandsch Uitgeversfonds","1",NA,"","","Date is approximate","WorldCat",NA,""
"205",287,52.4551041774165,4.97213746846984,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","1950, 1951, 1959, 1978, 1980",1948,"01/01/1948 00:00","",287,"Elisabeth de Roos and H J Scheepmaker ","Jane Eyre","Contact","6",NA,"","","Illustrated by Karel Thole. 1978 and 1980 editions are with Veen","WorldCat",NA,""
"206",293,52.3650065356113,5.00044403395014,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","1991, 1995, 2001, 2003, 2004, 2005, 2007, 2011 ",1965,"01/01/1965 00:00","",293,"M Foeken-Visser","Jane Eyre","L.J. Veen's Uitgeversmij N.V.","12",NA,"","","The 1991, 2004, and 2007 editions are with Veen; 1995, 2001, 2003, and 2005 are with Pandora. Republished in Wagenigen, Utrecht and Hilversum","WorldCat",NA,""
"207",20,51.2680539689067,4.41541451144712,"Antwerp","Antwerp","Antwerp","Belgium","Dutch","0",1967,"01/01/1967 00:00","",20,"Elisabeth de Roos","Jane Eyre","Contact","6",NA,"","","","WorldCat",NA,""
"208",307,52.3711519751203,4.66359318540907,"Haarlem","Haarlem","Haarlem","Netherlands","Dutch","2008",1970,"01/01/1970 00:00","",307,"Clara Eggink","Jane Eyre","Spaarnestad","3",NA,"","","Republished in Amsterdam (1978) and Hilversum (2008)","WorldCat",NA,""
"209",315,52.0612014317297,5.5706566337731,"Wageningen","Wageningen","Wageningen","Netherlands","Dutch","1974",1971,"01/01/1971 00:00","",315,"M Foeken-Visser","Jane Eyre","L.J. Veen's Uitgeversmij N.V.","12",NA,"https://www.dropbox.com/s/nbom923qo9fonf6/1971%20Foeken-Visser.jpg?dl=0","","First Wagenigen edition of the translation originally published in Amsterdam in 1965","WorldCat",NA,""
"210",291,52.4204311452984,4.93392801999445,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","0",1978,"01/01/1978 00:00","",291,"Clara Eggink","Jane Eyre","Amsterdam boek","3",NA,"","","First Amsterdam edition of the translation originally published in Haarlem in 1970","WorldCat",NA,""
"211",21,51.143136814117,4.47321097379125,"Wijnegem","Wijnegem","Antwerpen","Belgium","Dutch","0",1980,"01/01/1980 00:00","",22,"Heleen Kost","Jane Eyre: een autobiografie / Jane Eyre: an Autobiography","Spectrum","2",NA,"","","Later republished in Utrecht, Netherlands (1994)","IT",NA,""
"212",303,52.5209016581005,5.72670175429276,"Dronten","Dronten","Dronten","Netherlands","Dutch","0",1981,"01/01/1981 00:00","",303,"F Mitchell","Bronte Omnibus","Casterman","1",NA,"","","","WorldCat",NA,""
"213",19,51.1728649840237,4.29863248583689,"Aartselaar - Harderwijk, ","Aartselaar ","Antwerpen","Belgium","Dutch","0",1984,"01/01/1984 00:00","",19,"Martha van Bergen","Jane Eyre","Deltas","1",NA,"","","","IT",NA,""
"214",313,52.0580607685863,5.03401395605695,"Utrecht","Utrecht","Utrecht","Netherlands","Dutch","1988, 1995",1985,"01/01/1985 00:00","",313,"M Foeken-Visser","Jane Eyre","Veen","12",NA,"","","First Utrecht edition of the translation originally published in Amsterdam in 1965","WorldCat",NA,""
"215",312,52.118560512331,5.02088062094342,"Utrecht","Utrecht","Utrecht","Netherlands","Dutch","0",1994,"01/01/1994 00:00","",312,"Heleen Kost","Jane Eyre : een autobiografie","Het Spectrum ","2",NA,"https://www.dropbox.com/s/a6isee9akt7tp1r/1994%20Kost.jpg?dl=0","","First Utrecht edition of the translation originally published in Wijnegem, Antwerp, Belgium (1980)","IT",NA,""
"216",295,52.4656194523155,4.9399228433832,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","0",1994,"01/01/1994 00:00","",295,"Unknown","Jane Eyre","Reader's Digest","1",NA,"","","Probably a reprint of one of the existing translations","IT",NA,""
"217",23,50.6449639424055,5.56404516029595,"Liège","Liège","Liège","Belgium","Dutch","0",1995,"01/01/1995 00:00","",21,"A. Spitzers and Philippe Henriot","Jane Eyre","Hemma","1",NA,"","","","WorldCat",NA,""
"218",311,53.1803273574042,6.4972211572476,"Paterswolde","Paterswolde","Paterswolde","Netherlands","Dutch","0",1995,"01/01/1995 00:00","",311,"Sam de Bruijn and C. Bosker","Charlotte Bronte: Jane Eyre","Dalcomtext","1",NA,"","","","WorldCat",NA,""
"219",305,53.1355827492356,6.64119672257207,"Groningen","Groningen","Groningen","Netherlands","Dutch","2012",1998,"01/01/1998 00:00","",305,"Akkie de Jong","Jane Eyre","BoekWerk","5",NA,"","","Republished in Amsterdam in 2006","IT",NA,""
"220",290,52.4009939521264,4.92470471274438,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","2016",2006,"01/01/2006 00:00","",290,"Akkie de Jong","Jane Eyre","Muntinga Pockets","5",NA,"","","First Amsterdam edition of the translation originally published in Groningen in 1998.  2016 edition is with Uitgeverij Rainbow bv","WorldCat",NA,""
"221",309,52.2939486365205,5.25876260688946,"Hilversum","Hilversum","Hilversum","Netherlands","Dutch","0",2006,"01/01/2006 00:00","",309,"M Foeken-Visser","Jane Eyre","Just Publishers","12",NA,"","","First Hilversum edition of the translation originally published in Amsterdam in 1965","WorldCat",NA,""
"222",308,52.2380942260286,5.11046536751509,"Hilversum","Hilversum","Hilversum","Netherlands","Dutch","0",2008,"01/01/2008 00:00","",308,"Clara Eggink","Jane Eyre","Just Publishers","3",NA,"","","First Hilversum edition of the translation originally published in Haarlem in 1970","WorldCat",NA,""
"223",310,52.0762100057736,5.09100550041275,"Houten","Houten","Houten","Netherlands","Dutch","0",2008,"01/01/2008 00:00","",310,"Unknown","Jane Eyre : een autobiografie","Het Spectrum, verschenen of in herdruk","1",NA,"","","","WorldCat",NA,""
"224",301,51.9028776405253,5.92952198033803,"Arnhem","Arnhem","Arnhem","Netherlands","Dutch","0",2013,"01/01/2013 00:00","",301,"Bies van Ede","Jane Eyre","Bontekoe","1",NA,"","","Translation of a 're-telling' for children by Gill Tavner (2009)","WorldCat",NA,""
"225",297,52.3882190029781,4.91754503322164,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","0",2013,"01/01/2013 00:00","",297,"Unknown","Jane Eyre","Reader's Digest","1",NA,"","","Probably a reprint of one of the existing translations","WorldCat",NA,""
"226",300,52.2828190338045,4.90878739238115,"Amsterdam ","Amsterdam ","Amsterdam ","Netherlands","Dutch","0",2014,"01/01/2014 00:00","",300,"Babet Mossel; Marja Pruis","Jane Eyre","Athenaeum-Polak & Van Gennep","1",NA,"","","","WorldCat",NA,""
"227",316,52.1649562807809,6.1213224356483,"Zutphen","Zutphen","Zutphen","Netherlands","Esperanto","0",1931,"01/01/1931 00:00","",316,"Hendrik Jan Bulthuis","Jane Eyre","W.J. Thieme","1",NA,"https://www.dropbox.com/s/j7vxlzvmdxin55k/1931%20Bulthuis.jpg?dl=0","","","COPAC",NA,""
"228",480,59.2309394350998,18.2630279032075,"Tyresö","Tyresö","Tyresö","Sweden","Esperanto","0",2001,"01/01/2001 00:00","",472,"Unknown","Jane Eyre","Inko","1",NA,"","","","WorldCat",NA,""
"229",83,59.467641747432,24.6655034017328,"Tallinn","Tallinn","Tallinn","Estonia","Estonian","1981, 2007, 2013",1959,"01/01/1959 00:00","",83,"Elvi Raidaru (Kippasto); verses translated by Edla Valdna","Jane Eyre ","Eesti Riiklik Kirjastus","4",NA,"","","The 1981 edition is with Eesti Raamat, a corrected text with the translator’s surname changed to Kippasto, her married name; 2007 with Mediasat Group, an exact reprint of 1981; 2013 with Tänapäev incorporating some minor changes","ESTER: www.ester.ee ",NA,""
"230",84,59.4286274828167,24.6633753014307,"Tallinn","Tallinn","Tallinn","Estonia","Estonian","0",2000,"01/01/2000 00:00","",84,"Ira Inga Vilberg","Jane Eyre ","Brigitta","1",NA,"","","Closely based on the Kippasto translation first published in Tallinn in 1959, though Valdna's verse translations are omitted. Nothing is known of Ira Inga Vilberg, so the name may be a pseudonym","ESTER: www.ester.ee ",NA,""
"231",88,60.4228031479487,25.6635190668,"Porvoo","Porvoo","Porvoo","Finland","Finnish","1919, 1939, 1945, 1947, `950, 1954, 1963, 1965, 1968, 1972, 1980, 1986, 1991, 2016",1915,"01/01/1915 00:00","",87,"Tyyni Haapanen (Tyyni Tuulio)","Kotiopettajattaren romaani / The Novel of a Governess","WSOY","1",NA,"https://www.dropbox.com/s/bmoatomlvq8czgb/1968%20Haapanen.jpg?dl=0; https://www.dropbox.com/s/jvzccevc167p2m1/1986%20Haapanen.jpg?dl=0; ","","","National Library of Finland: https://kansalliskirjasto.finna.fi.",NA,""
"232",86,60.9920669205168,24.5567015981968,"Hämeenlinna","Hämeenlinna","Hämeenlinna","Finland","Finnish","1974, 1985, 1987, 1988, 2000, 2001 (tape), 2008",1973,"01/01/1973 00:00","",86,"Kaarina Ruohtula","Kotiopettajattaren romaani / The Novel of a Governess","Kristo","17",NA,"https://www.dropbox.com/s/vpeurehm3s8ei6h/1987%20Ruohtula%202.jpg?dl=0; https://www.dropbox.com/s/3ludbc13a78y4uc/2008%20Ruohtula.jpg?dl=0; ","","","National Library of Finland: https://kansalliskirjasto.finna.fi.",NA,""
"233",104,48.7543938667305,2.25155794468132,"Paris","Paris","Paris","France","French","1862, 1883, 1897, 1900, 1903, 1908, 1912, 1920, 1947, 1949, 1965, 1970, 2008, 2010, 2011, 2013, 2014",1854,"01/01/1854 00:00","",92,"Noémi Lesbazeilles-Souvestre","Jeanne Eyre ou les mémoires d'une institutrice / Jane Eyre or the Memoirs of a Governess","D. Giraud, Paris","17",NA,"","https://www.dropbox.com/s/p2c4h2u82624iqq/1854%20Lesbazeilles%20Souvestre.m4a?dl=0 https://www.dropbox.com/s/rzafd3u6hkptz0t/1862%20Lesbazeilles%20Souvestre.m4a?dl=0","From 1862 onwards the title becomes Jane Eyre ou les mémoires d'une institutrice","",NA,""
"234",96,48.9273665262177,2.37015465098788,"Paris","Paris","Paris","France","French","1954, 1990",1919,"01/01/1919 00:00","",93,"Marion Gilbert and Madeleine Duvivier","Jane Eyre","Ernest Flammarion","3",NA,"","","Still in print in Flammarion (1990)","",NA,""
"235",482,46.5420707351736,6.5551722581473,"Lausanne","Lausanne","Lausanne","Switzerland","French","1960",1946,"01/01/1946 00:00","",482,"Jan-Ewan Jaermann-Landry","Jane Eyre","J. Marguerat","2",NA,"","","Listed as a 'nouvelle adaptation' ('new adaptation')","",NA,""
"236",99,48.8704437298957,2.23306186456588,"Paris","Paris","Paris","France","French","1950, 1967",1946,"01/01/1946 00:00","",104,"Léon Brodovikoff and Claire Robert","Jane Eyre","Éditions La Boétie","3",NA,"","","Later republished in Verviers, Belgium (1950)","",NA,""
"237",103,48.9335975612771,2.33083273862844,"Paris","Paris","Paris","France","French","0",1946,"01/01/1946 00:00","",98,"Max Roth","La Vie passionnée de Jane Eyre / The Passionate Life of Jane Eyre","S. I. E. P.","1",NA,"","https://www.dropbox.com/s/9yxyuzo8446m909/1946%20Max%20Roth.mp3?dl=0","Described as 'adapted from the English' ('adapté de l'anglais'); 280 pages ","",NA,""
"238",484,46.5142172539349,6.66467186775736,"Lausanne, and Paris","Lausanne","Lausanne","Switzerland","French","1953",1946,"01/01/1946 00:00","",484,"R. Redon and J. Dulong","Jane Eyre","J. Marguerat, and Editions du Dauphin","2",NA,"","","","",NA,""
"239",101,48.8506039007824,2.34911121429299,"Paris","Paris","Paris","France","French","0",1947,"01/01/1947 00:00","",102,"Jules Castier","Jane Eyre","Stock, Delamain et Boutellau","6",NA,"","","With a preface by Rene Lalou","",NA,""
"240",91,48.8584880020261,2.21422133074497,"Paris","Paris","Paris","France","French","1952, 1956 (2), 1957, 1982",1947,"01/01/1947 00:00","",99,"Renée Masson","Jane Eyre","Grund","1",NA,"","","Illustrated by Patrick de Manceau","",NA,""
"241",105,46.5567540100458,0.271162925057809,"Poitiers","Poitiers","Poitiers","France","French","1948, 1950, 1954,0",1948,"01/01/1948 00:00","",105,"Jacques Marcireau","Jane Eyre","Fonteneau","4",NA,"","","Described as 'adapted from the English' ('Adapté de l'anglais')","",NA,""
"242",102,48.8870225915477,2.33487343132851,"Paris","Paris","Paris","France","French","0",1948,"01/01/1948 00:00","",101,"Robert and André Prophétie","Jane Eyre: Une autobiographie / Jane Eyre: an Autobiography","Fernand Nathan","1",NA,"","https://www.dropbox.com/s/w42ssrpwle5lar0/1948%20R%26A%20Proph%C3%A9tie.mp3?dl=0","Listed as an 'adaptation'; 192 pages","",NA,""
"243",98,48.7907907059673,2.2070714906918,"Paris","Paris","Paris","France","French","1953",1949,"01/01/1949 00:00","",90,"Marguerite Faguer","Jane Eyre","Hatier","2",NA,"","","","",NA,""
"244",89,48.8374222081411,2.35607494228875,"Paris","Paris","Paris","France","French","1952",1950,"01/01/1950 00:00","",89,"J. C. Gourdon","Jane Eyre","Gedalge","2",NA,"","","","",NA,""
"245",NA,50.5163357086265,5.81030602433017,"Verviers","Verviers","Verviers","Belgium","French","1967",1950,"01/01/1950 00:00","",NA,"Léon Brodovikoff and Claire Robert","Jane Eyre","Gérard et Cie","",NA,"","","First Verviers edition of the translation originally published in Paris in 1946","",NA,""
"246",97,48.7742403498642,2.29385310505872,"Paris","Paris","Paris","France","French","1956",1950,"01/01/1950 00:00","",91,"Marcelle Sibon","Jane Eyre","Les Compagnons du livre, 2 vol.","2",NA,"","","","",NA,""
"247",90,48.8429487845652,2.31855664715526,"Paris","Paris","Paris","France","French","0",1953,"01/01/1953 00:00","",100,"Geneviève Nanteuil","Jane Eyre","Editions du Panthéon","1",NA,"","","","",NA,""
"248",95,48.8158389305953,2.31998933676054,"Paris","Paris","Paris","France","French","1960, 1971",1957,"01/01/1957 00:00","",94,"Geneviève Méker","Jane Eyre","Editions G.P.","3",NA,"","","","",NA,""
"249",94,48.7655885152776,2.39325497468357,"Paris","Paris","Paris","France","French","1972, 1992, 2016",1964,"01/01/1964 00:00","",95,"Charlotte Maurat","Jane Eyre","Le Livre de Poche, Collection 'Classiques'","3",NA,"","","","",NA,""
"250",100,48.7579790151004,2.39537879737449,"Paris et Joinville-le-Pont","Paris","Paris","France","French","1965, 1977",1965,"01/01/1965 00:00","",103,"Frédérique Sauvage","Jane Eyre","Delagrave et Éditions Lito","3",NA,"","","","",NA,""
"251",93,48.9392936559651,2.26216180730966,"Paris","Paris","Paris","France","French","1981, 1984, 1988, 1990, 1998, 1999, 2011, 2012",1966,"01/01/1966 00:00","",96,"Sylvère Monod","Jane Eyre","Garnier-Frères, and Presses Pocket, and Le Grand Livre du Mois","7",NA,"","","","",NA,""
"252",483,46.4721246476959,6.59625694257885,"Lausanne, and Genève, and Paris","Lausanne","Lausanne","Switzerland","French","1973, 1995",1967,"01/01/1967 00:00","",483,"Henriette Guex-Rolle","Jane Eyre","Editions Rencontres, and Edito-service, and Rombaldi","3",NA,"","","","",NA,""
"253",92,48.8640002971306,2.3610714644788,"Paris","Paris","Paris","France","French","2012, 2016",2008,"01/01/2008 00:00","",97,"Dominique Jean","Jane Eyre","Gallimard (Folio Classique), and Gallimard Jeunesse","3",NA,"","","","",NA,""
"254",22,50.79485471848,4.26973020105223,"Brussels","Brussels","Brussels","Belgium","French ","0",1849,"01/01/1849 00:00","",23,"Old Nick (Pseudonym of Paul Émile Daurand Forgues)","Jane Eyre ou Mémoires d’une gouvernante / Jane Eyre or Memoirs of a Governess","La Revue de Paris","3",NA,"","https://www.dropbox.com/s/zjowiz0xjws6frs/1849%20Paul%20Emile%20Daurand%20Forgues.mp3?dl=0","Serialisation April-June 1849; simultaneously serialised in the newspaper L’Indépendance belge 29 April – 28 June 1849; published as a two-volume book in the same year by Alp. Lebègue. This translation becomes the source text for the 1849 Spanish translation published in Paris, and for many others. Reference for  L’Indépendance belge publication is Helen MacEwan, Through Belgian Eyes: Charlotte Brontë's Troubled Brussels Legacy (2017), p. 243","",NA,""
"255",22,48.8714094623715,2.37666319377144,"Paris","Paris","Paris","France","French ","0",1855,"01/01/1855 00:00","",23,"Old-Nick (Pseudonym of Paul Émile Daurand Forgues)","Jane Eyre ou Mémoires d’une gouvernante / Jane Eyre or Memoirs of a Governess","Hachette et Cie","3",NA,"","https://www.dropbox.com/s/zjowiz0xjws6frs/1849%20Paul%20Emile%20Daurand%20Forgues.mp3?dl=0","First Paris edition, in Hachette's  Bibliothèque des Chemins de Fer (Railway Library), of the version originally published in Brussels in 1849. The pseudonym 'Old-Nick' now has a hyphen. ","",NA,""
"256",NA,41.6318040945352,44.7799006582406,"Tbilisi","Tbilisi","Tbilisi","Georgia","Georgian","1976, 2004, 2011, 2012, 2015",1964,"01/01/1964 00:00","",NA,"Tamar Maghradze (თამარ მაღრაძე) and Zeinab Khakhanashvili (ზეინაბ ხახანაშვილი)","ჯეინ ეარი / Jane Eyre","Literatura de Xelovneba","",NA,"","","Source: Jay Dillon Rare Books + Manuscripts","",NA,""
"257",110,52.4869651468141,13.3567810920335,"Berlin","Berlin","Berlin","Germany","German","0",1848,"01/01/1848 00:00","",111,"Ernst Susemihl","Johanna Eyre","Duncker & Humblot","1",NA,"","","","",NA,""
"258",124,48.7264067799207,9.11343963911225,"Stuttgart","Stuttgart","Stuttgart","Germany","German","0",1850,"01/01/1850 00:00","",124,"Christoph Friedrich Grieb","Jane Eyre","Franckh","1",NA,"","","","",NA,""
"259",114,51.3313477735866,12.7688608043501,"Grimma","Grimma","Grimma","Germany","German","0",1850,"01/01/1850 00:00","",115,"Ludwig Fort","Jane Eyre: Memoiren einer Gouvernante/ Jane Eyre: Memoirs of a Governess","Verlags-Comptoir","1",NA,"","","Translated from 'Old Nick''s French version first published in Brussels in 1849","",NA,""
"260",121,47.5274620263724,19.0563056915381,"Pest","Budapest","Budapest","Hungary","German","0",1854,"01/01/1854 00:00","",122,"A. Heinrich","Jane Eyre oder die Waise von Lowood / Jane Eyre or the Orphan of Lowood","Hartleben","1",NA,"","","Place of publication given as 'Pest, Vienna and Leipzig'","",NA,""
"261",116,53.6890457150809,9.88504935888696,"Altona","Hamburg","Hamburg","Germany","German","0",1854,"01/01/1854 00:00","",106,"Unknown","Jane Eyre, die Waise von Lowood / Jane Eyre the Orphan of Lowood","Heilbutt","1",NA,"","","Tatlock describes this text as being adapted from Fort's 1850 translation (Jane Eyre in German Lands) ","",NA,""
"262",NA,48.3973114881898,9.24573141310428,"Reutlingen","Reutlingen","Reutlingen","Germany","German","",1882,"01/01/1882 00:00","",NA,"Otto Berger","Jane Eyre, die Waise von Lowood, oder Gott führt die Seinen wunderbar. Für’s Volk erzählt/Jane Eyre, the Orphan of Lowood, or God wonderfully guides his own. Told for the people","Enßlin & Laiblin","",NA,"","","Source: Tatlock, Jane Eyre in German Lands","",NA,""
"263",119,51.3885960168832,12.3964008688846,"Leipzig","Leipzig","Leipzig","Germany","German","2008, 2013",1887,"01/01/1887 00:00","",119,"Maria/Marie von Borch","Jane Eyre, die Waise von Lowood, eine Autobiographie / Jane Eyre, the Orphan of Lowood, an Autobiograpy","Ph. Reclam","3",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/German/2008%20Engelmann.png?role=personal","","Publication 1887-90. The 2008 edition, with later reprints, was revised by Martin Engelmann.","",NA,""
"264",NA,52.4402587990412,13.3488403134782,"Berlin","Berlin","Berlin","Germany","German","",1890,"01/01/1890 00:00","",NA,"Unknown","Jane Eyre, die Waise von Lowood von Currer Bell. Aus dem Englischen für die reifere weibliche Jugend bearbeitet/Jane Eyre, the Orphan of Lowood by Currer Bell. Adapted from the English for Older Girls","Prochaska","",NA,"","","Fifth edition. The date of this edition is approximate and that of the first edition is unknown. Source: Tatlock, Jane Eyre in German Lands","",NA,""
"265",126,53.5116015326591,13.4349698206646,"Teschendorf","Teschendorf","Teschendorf","Germany","German","1902",1892,"01/01/1892 00:00","",126,"Unknown","Johanna Eyre, die Waise von Lowood / Jane Eyre, the Orphan of Lowood","Prochaska","1",NA,"","","Tatlock describes this text as a revised and abridged version of Susemihl’s 1848 translation","",NA,""
