"","Column","lat","lng","label_place_of_publication","address","city","country","language","dates_of_reprints","date","time","date.3","cartodb_id","translator_s","title","publisher","number_of_printings_and_or_editions","sales_figures_if_known","link_to_cover","link_to_sound_file_of_title","notes","source__w__worldcat__it__index_translationum","X_column","Column.23"
"204",298,52.4025171409074,4.89055541178542,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","",1935,"01/01/1935 00:00","",298,"Unknown","Jane Eyre of het leven eener gouvernante / Jane Eyre or the Life of a Governess","Hollandsch Uitgeversfonds","1",NA,"","","Date is approximate","WorldCat",NA,""
"205",287,52.4600817966453,4.96573786793607,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","1950, 1951, 1959, 1978, 1980",1948,"01/01/1948 00:00","",287,"Elisabeth de Roos and H J Scheepmaker ","Jane Eyre","Contact","6",NA,"","","Illustrated by Karel Thole. 1978 and 1980 editions are with Veen","WorldCat",NA,""
"206",293,52.4783690075569,4.83701148547562,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","1991, 1995, 2001, 2003, 2004, 2005, 2007, 2011 ",1965,"01/01/1965 00:00","",293,"M Foeken-Visser","Jane Eyre","L.J. Veen's Uitgeversmij N.V.","12",NA,"","","The 1991, 2004, and 2007 editions are with Veen; 1995, 2001, 2003, and 2005 are with Pandora. Republished in Wagenigen, Utrecht and Hilversum","WorldCat",NA,""
"207",20,51.131873390362,4.3749518566181,"Antwerp","Antwerp","Antwerp","Belgium","Dutch","",1967,"01/01/1967 00:00","",20,"Elisabeth de Roos","Jane Eyre","Contact","6",NA,"","","","WorldCat",NA,""
"208",307,52.4332648588781,4.68950595231271,"Haarlem","Haarlem","Haarlem","Netherlands","Dutch","2008",1970,"01/01/1970 00:00","",307,"Clara Eggink","Jane Eyre","Spaarnestad","3",NA,"","","Republished in Amsterdam (1978) and Hilversum (2008)","WorldCat",NA,""
"209",315,51.9199606687173,5.6091969597854,"Wageningen","Wageningen","Wageningen","Netherlands","Dutch","1974",1971,"01/01/1971 00:00","",315,"M Foeken-Visser","Jane Eyre","L.J. Veen's Uitgeversmij N.V.","12",NA,"https://www.dropbox.com/s/nbom923qo9fonf6/1971%20Foeken-Visser.jpg?dl=0","","First Wagenigen edition of the translation originally published in Amsterdam in 1965","WorldCat",NA,""
"210",291,52.4714238509249,4.92736552178259,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","",1978,"01/01/1978 00:00","",291,"Clara Eggink","Jane Eyre","Amsterdam boek","3",NA,"","","First Amsterdam edition of the translation originally published in Haarlem in 1970","WorldCat",NA,""
"211",21,51.1818664152841,4.49509815255686,"Wijnegem","Wijnegem","Antwerpen","Belgium","Dutch","",1980,"01/01/1980 00:00","",22,"Heleen Kost","Jane Eyre: een autobiografie / Jane Eyre: an Autobiography","Spectrum","2",NA,"","","Later republished in Utrecht, Netherlands (1994)","IT",NA,""
"212",303,52.51194084016,5.75233778190642,"Dronten","Dronten","Dronten","Netherlands","Dutch","",1981,"01/01/1981 00:00","",303,"F Mitchell","Bronte Omnibus","Casterman","1",NA,"","","","WorldCat",NA,""
"213",19,51.1657008857479,4.36322856168091,"Aartselaar - Harderwijk, ","Aartselaar ","Antwerpen","Belgium","Dutch","",1984,"01/01/1984 00:00","",19,"Martha van Bergen","Jane Eyre","Deltas","1",NA,"","","","IT",NA,""
"214",313,52.0981977367911,5.08999021045681,"Utrecht","Utrecht","Utrecht","Netherlands","Dutch","1988, 1995",1985,"01/01/1985 00:00","",313,"M Foeken-Visser","Jane Eyre","Veen","12",NA,"","","First Utrecht edition of the translation originally published in Amsterdam in 1965","WorldCat",NA,""
"215",312,52.1240546212203,5.13719835669551,"Utrecht","Utrecht","Utrecht","Netherlands","Dutch","",1994,"01/01/1994 00:00","",312,"Heleen Kost","Jane Eyre : een autobiografie","Het Spectrum ","2",NA,"https://www.dropbox.com/s/a6isee9akt7tp1r/1994%20Kost.jpg?dl=0","","First Utrecht edition of the translation originally published in Wijnegem, Antwerp, Belgium (1980)","IT",NA,""
"216",295,52.338660476654,4.99386602768073,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","",1994,"01/01/1994 00:00","",295,"Unknown","Jane Eyre","Reader's Digest","1",NA,"","","Probably a reprint of one of the existing translations","IT",NA,""
"217",23,50.7297583088584,5.52204227101481,"Liège","Liège","Liège","Belgium","Dutch","",1995,"01/01/1995 00:00","",21,"A. Spitzers and Philippe Henriot","Jane Eyre","Hemma","1",NA,"","","","WorldCat",NA,""
"218",311,53.079286360048,6.64678350353095,"Paterswolde","Paterswolde","Paterswolde","Netherlands","Dutch","",1995,"01/01/1995 00:00","",311,"Sam de Bruijn and C. Bosker","Charlotte Bronte: Jane Eyre","Dalcomtext","1",NA,"","","","WorldCat",NA,""
"219",305,53.2829586438994,6.58400830373853,"Groningen","Groningen","Groningen","Netherlands","Dutch","2012",1998,"01/01/1998 00:00","",305,"Akkie de Jong","Jane Eyre","BoekWerk","5",NA,"","","Republished in Amsterdam in 2006","IT",NA,""
"220",290,52.4382489276297,4.89819793675425,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","2016",2006,"01/01/2006 00:00","",290,"Akkie de Jong","Jane Eyre","Muntinga Pockets","5",NA,"","","First Amsterdam edition of the translation originally published in Groningen in 1998.  2016 edition is with Uitgeverij Rainbow bv","WorldCat",NA,""
"221",309,52.19545222152,5.21469982751132,"Hilversum","Hilversum","Hilversum","Netherlands","Dutch","",2006,"01/01/2006 00:00","",309,"M Foeken-Visser","Jane Eyre","Just Publishers","12",NA,"","","First Hilversum edition of the translation originally published in Amsterdam in 1965","WorldCat",NA,""
"222",308,52.2144103084596,5.16495796298095,"Hilversum","Hilversum","Hilversum","Netherlands","Dutch","",2008,"01/01/2008 00:00","",308,"Clara Eggink","Jane Eyre","Just Publishers","3",NA,"","","First Hilversum edition of the translation originally published in Haarlem in 1970","WorldCat",NA,""
"223",310,51.9373099646125,5.16031041849146,"Houten","Houten","Houten","Netherlands","Dutch","",2008,"01/01/2008 00:00","",310,"Unknown","Jane Eyre : een autobiografie","Het Spectrum, verschenen of in herdruk","1",NA,"","","","WorldCat",NA,""
"224",301,51.9046320679006,5.9474977360724,"Arnhem","Arnhem","Arnhem","Netherlands","Dutch","",2013,"01/01/2013 00:00","",301,"Bies van Ede","Jane Eyre","Bontekoe","1",NA,"","","Translation of a 're-telling' for children by Gill Tavner (2009)","WorldCat",NA,""
"225",297,52.3449422125417,4.88687780487681,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","",2013,"01/01/2013 00:00","",297,"Unknown","Jane Eyre","Reader's Digest","1",NA,"","","Probably a reprint of one of the existing translations","WorldCat",NA,""
"226",300,52.326304091531,4.99025741664092,"Amsterdam ","Amsterdam ","Amsterdam ","Netherlands","Dutch","",2014,"01/01/2014 00:00","",300,"Babet Mossel; Marja Pruis","Jane Eyre","Athenaeum-Polak & Van Gennep","1",NA,"","","","WorldCat",NA,""
"227",316,52.0554496595226,6.28287245886878,"Zutphen","Zutphen","Zutphen","Netherlands","Esperanto","",1931,"01/01/1931 00:00","",316,"Hendrik Jan Bulthuis","Jane Eyre","W.J. Thieme","1",NA,"https://www.dropbox.com/s/j7vxlzvmdxin55k/1931%20Bulthuis.jpg?dl=0","","","COPAC",NA,""
"228",480,59.1805111604534,18.3256585220833,"Tyresö","Tyresö","Tyresö","Sweden","Esperanto","",2001,"01/01/2001 00:00","",472,"Unknown","Jane Eyre","Inko","1",NA,"","","","WorldCat",NA,""
"229",83,59.4500271498842,24.6783802880485,"Tallinn","Tallinn","Tallinn","Estonia","Estonian","1981, 2007, 2013",1959,"01/01/1959 00:00","",83,"Elvi Raidaru (Kippasto); verses translated by Edla Valdna","Jane Eyre ","Eesti Riiklik Kirjastus","4",NA,"","","The 1981 edition is with Eesti Raamat, a corrected text with the translator’s surname changed to Kippasto, her married name; 2007 with Mediasat Group, an exact reprint of 1981; 2013 with Tänapäev incorporating some minor changes","ESTER: www.ester.ee ",NA,""
"230",84,59.4153266764862,24.678355242363,"Tallinn","Tallinn","Tallinn","Estonia","Estonian","",2000,"01/01/2000 00:00","",84,"Ira Inga Vilberg","Jane Eyre ","Brigitta","1",NA,"","","Closely based on the Kippasto translation first published in Tallinn in 1959, though Valdna's verse translations are omitted. Nothing is known of Ira Inga Vilberg, so the name may be a pseudonym","ESTER: www.ester.ee ",NA,""
"231",88,60.4396893399035,25.5836858906267,"Porvoo","Porvoo","Porvoo","Finland","Finnish","1919, 1939, 1945, 1947, `950, 1954, 1963, 1965, 1968, 1972, 1980, 1986, 1991, 2016",1915,"01/01/1915 00:00","",87,"Tyyni Haapanen (Tyyni Tuulio)","Kotiopettajattaren romaani / The Novel of a Governess","WSOY","1",NA,"https://www.dropbox.com/s/bmoatomlvq8czgb/1968%20Haapanen.jpg?dl=0; https://www.dropbox.com/s/jvzccevc167p2m1/1986%20Haapanen.jpg?dl=0; ","","","National Library of Finland: https://kansalliskirjasto.finna.fi.",NA,""
"232",86,60.9655352536736,24.467772680867,"Hämeenlinna","Hämeenlinna","Hämeenlinna","Finland","Finnish","1974, 1985, 1987, 1988, 2000, 2001 (tape), 2008",1973,"01/01/1973 00:00","",86,"Kaarina Ruohtula","Kotiopettajattaren romaani / The Novel of a Governess","Kristo","17",NA,"https://www.dropbox.com/s/vpeurehm3s8ei6h/1987%20Ruohtula%202.jpg?dl=0; https://www.dropbox.com/s/3ludbc13a78y4uc/2008%20Ruohtula.jpg?dl=0; ","","","National Library of Finland: https://kansalliskirjasto.finna.fi.",NA,""
"233",104,48.8869025789458,2.33880008935352,"Paris","Paris","Paris","France","French","1862, 1883, 1897, 1900, 1903, 1908, 1912, 1920, 1947, 1949, 1965, 1970, 2008, 2010, 2011, 2013, 2014",1854,"01/01/1854 00:00","",92,"Noémi Lesbazeilles-Souvestre","Jeanne Eyre ou les mémoires d'une institutrice / Jane Eyre or the Memoirs of a Governess","D. Giraud, Paris","17",NA,"","https://www.dropbox.com/s/p2c4h2u82624iqq/1854%20Lesbazeilles%20Souvestre.m4a?dl=0 https://www.dropbox.com/s/rzafd3u6hkptz0t/1862%20Lesbazeilles%20Souvestre.m4a?dl=0","From 1862 onwards the title becomes Jane Eyre ou les mémoires d'une institutrice","",NA,""
"234",96,48.8964763917752,2.36283328045515,"Paris","Paris","Paris","France","French","1954, 1990",1919,"01/01/1919 00:00","",93,"Marion Gilbert and Madeleine Duvivier","Jane Eyre","Ernest Flammarion","3",NA,"","","Still in print in Flammarion (1990)","",NA,""
"235",482,46.5076824775639,6.64546143756926,"Lausanne","Lausanne","Lausanne","Switzerland","French","1960",1946,"01/01/1946 00:00","",482,"Jan-Ewan Jaermann-Landry","Jane Eyre","J. Marguerat","2",NA,"","","Listed as a 'nouvelle adaptation' ('new adaptation')","",NA,""
"236",99,48.7929507613905,2.29393551430089,"Paris","Paris","Paris","France","French","1950, 1967",1946,"01/01/1946 00:00","",104,"Léon Brodovikoff and Claire Robert","Jane Eyre","Éditions La Boétie","3",NA,"","","Later republished in Verviers, Belgium (1950)","",NA,""
"237",103,48.8829798530113,2.30402559313347,"Paris","Paris","Paris","France","French","",1946,"01/01/1946 00:00","",98,"Max Roth","La Vie passionnée de Jane Eyre / The Passionate Life of Jane Eyre","S. I. E. P.","1",NA,"","https://www.dropbox.com/s/9yxyuzo8446m909/1946%20Max%20Roth.mp3?dl=0","Described as 'adapted from the English' ('adapté de l'anglais'); 280 pages ","",NA,""
"238",484,46.5992584080178,6.67473487797871,"Lausanne, and Paris","Lausanne","Lausanne","Switzerland","French","1953",1946,"01/01/1946 00:00","",484,"R. Redon and J. Dulong","Jane Eyre","J. Marguerat, and Editions du Dauphin","2",NA,"","","","",NA,""
"239",101,48.8671934810724,2.38935155068879,"Paris","Paris","Paris","France","French","",1947,"01/01/1947 00:00","",102,"Jules Castier","Jane Eyre","Stock, Delamain et Boutellau","6",NA,"","","With a preface by Rene Lalou","",NA,""
"240",91,48.8443629560318,2.40217935751547,"Paris","Paris","Paris","France","French","1952, 1956 (2), 1957, 1982",1947,"01/01/1947 00:00","",99,"Renée Masson","Jane Eyre","Grund","1",NA,"","","Illustrated by Patrick de Manceau","",NA,""
"241",105,46.5834389013852,0.437221902285467,"Poitiers","Poitiers","Poitiers","France","French","1948, 1950, 1954,0",1948,"01/01/1948 00:00","",105,"Jacques Marcireau","Jane Eyre","Fonteneau","4",NA,"","","Described as 'adapted from the English' ('Adapté de l'anglais')","",NA,""
"242",102,48.7518453010149,2.32312121956033,"Paris","Paris","Paris","France","French","",1948,"01/01/1948 00:00","",101,"Robert and André Prophétie","Jane Eyre: Une autobiographie / Jane Eyre: an Autobiography","Fernand Nathan","1",NA,"","https://www.dropbox.com/s/w42ssrpwle5lar0/1948%20R%26A%20Proph%C3%A9tie.mp3?dl=0","Listed as an 'adaptation'; 192 pages","",NA,""
"243",98,48.7581338959537,2.25706095137989,"Paris","Paris","Paris","France","French","1953",1949,"01/01/1949 00:00","",90,"Marguerite Faguer","Jane Eyre","Hatier","2",NA,"","","","",NA,""
"244",89,48.7728648935236,2.39854820814339,"Paris","Paris","Paris","France","French","1952",1950,"01/01/1950 00:00","",89,"J. C. Gourdon","Jane Eyre","Gedalge","2",NA,"","","","",NA,""
"245",NA,50.6086706745224,5.75261506048261,"Verviers","Verviers","Verviers","Belgium","French","1967",1950,"01/01/1950 00:00","",NA,"Léon Brodovikoff and Claire Robert","Jane Eyre","Gérard et Cie","",NA,"","","First Verviers edition of the translation originally published in Paris in 1946","",NA,""
"246",97,48.9188989956655,2.26031393484568,"Paris","Paris","Paris","France","French","1956",1950,"01/01/1950 00:00","",91,"Marcelle Sibon","Jane Eyre","Les Compagnons du livre, 2 vol.","2",NA,"","","","",NA,""
"247",90,48.8561774038035,2.29994413523359,"Paris","Paris","Paris","France","French","",1953,"01/01/1953 00:00","",100,"Geneviève Nanteuil","Jane Eyre","Editions du Panthéon","1",NA,"","","","",NA,""
"248",95,48.7733105698857,2.33281406845321,"Paris","Paris","Paris","France","French","1960, 1971",1957,"01/01/1957 00:00","",94,"Geneviève Méker","Jane Eyre","Editions G.P.","3",NA,"","","","",NA,""
"249",94,48.9408576039389,2.2749448758213,"Paris","Paris","Paris","France","French","1972, 1992, 2016",1964,"01/01/1964 00:00","",95,"Charlotte Maurat","Jane Eyre","Le Livre de Poche, Collection 'Classiques'","3",NA,"","","","",NA,""
"250",100,48.88192849539,2.25927866079268,"Paris et Joinville-le-Pont","Paris","Paris","France","French","1965, 1977",1965,"01/01/1965 00:00","",103,"Frédérique Sauvage","Jane Eyre","Delagrave et Éditions Lito","3",NA,"","","","",NA,""
"251",93,48.9105861048005,2.24862770425511,"Paris","Paris","Paris","France","French","1981, 1984, 1988, 1990, 1998, 1999, 2011, 2012",1966,"01/01/1966 00:00","",96,"Sylvère Monod","Jane Eyre","Garnier-Frères, and Presses Pocket, and Le Grand Livre du Mois","7",NA,"","","","",NA,""
"252",483,46.5288419640831,6.66512499036945,"Lausanne, and Genève, and Paris","Lausanne","Lausanne","Switzerland","French","1973, 1995",1967,"01/01/1967 00:00","",483,"Henriette Guex-Rolle","Jane Eyre","Editions Rencontres, and Edito-service, and Rombaldi","3",NA,"","","","",NA,""
"253",92,48.9213070019405,2.2910179709213,"Paris","Paris","Paris","France","French","2012, 2016",2008,"01/01/2008 00:00","",97,"Dominique Jean","Jane Eyre","Gallimard (Folio Classique), and Gallimard Jeunesse","3",NA,"","","","",NA,""
"254",22,48.8501532213554,2.31969249342923,"Paris","Paris","Paris","France","French ","1855",1849,"01/01/1849 00:00","",23,"Old Nick (Pseudonym of Paul Émile Daurand Forgues)","Jane Eyre ou Mémoires d’une gouvernante / Jane Eyre or Memoirs of a Governess","Le National","3",NA,"","https://www.dropbox.com/s/zjowiz0xjws6frs/1849%20Paul%20Emile%20Daurand%20Forgues.mp3?dl=0","Serialisation 15 April-11 June 1849. Source: Jay Dillon, ‘”Reader, I found it”: The First Jane Eyre in French’, The Book Collector, 72 (2023), 11-19.  Le National's text was then copied in the Brussels journal La Revue de Paris, and newspaper L’Indépendance belge 29 April – 28 June 1849, and published as a two-volume book there in the same year by Alp. Lebègue. In Paris, it was published as a book in 1855, by Hachette in their Bibliothèque des Chemins de Fer (Railway Library). The version in Le National was the source text for the 1849 Spanish translation published in Paris, and for many others","",NA,""
"255",22,50.9315201870033,4.29877169790278,"Brussels","Brussels","Brussels","Belgium","French ","",1849,"01/01/1849 00:00","",23,"Old Nick (Pseudonym of Paul Émile Daurand Forgues)","Jane Eyre ou Mémoires d’une gouvernante / Jane Eyre or Memoirs of a Governess","La Revue de Paris","3",NA,"","https://www.dropbox.com/s/zjowiz0xjws6frs/1849%20Paul%20Emile%20Daurand%20Forgues.mp3?dl=0","Serialisation April-June 1849; simultaneously serialised in the newspaper L’Indépendance belge 29 April – 28 June 1849; published as a two-volume book in the same year by Alp. Lebègue. Reference for  L’Indépendance belge publication is Helen MacEwan, Through Belgian Eyes: Charlotte Brontë's Troubled Brussels Legacy (2017), p. 243","",NA,""
"256",NA,41.7775135075924,44.7435394854919,"Tbilisi","Tbilisi","Tbilisi","Georgia","Georgian","1976, 2004, 2011, 2012, 2015",1964,"01/01/1964 00:00","",NA,"Tamar Maghradze (თამარ მაღრაძე) and Zeinab Khakhanashvili (ზეინაბ ხახანაშვილი)","ჯეინ ეარი / Jane Eyre","Literatura de Xelovneba","",NA,"","","Source: Jay Dillon Rare Books + Manuscripts","",NA,""
"257",110,52.5764532212304,13.4804634366453,"Berlin","Berlin","Berlin","Germany","German","",1848,"01/01/1848 00:00","",111,"Ernst Susemihl","Johanna Eyre","Duncker & Humblot","1",NA,"","","","",NA,""
"258",124,48.8409298258722,9.13255515141812,"Stuttgart","Stuttgart","Stuttgart","Germany","German","",1850,"01/01/1850 00:00","",124,"Christoph Friedrich Grieb","Jane Eyre","Franckh","1",NA,"","","","",NA,""
"259",114,51.1805546492238,12.7671979924803,"Grimma","Grimma","Grimma","Germany","German","",1850,"01/01/1850 00:00","",115,"Ludwig Fort","Jane Eyre: Memoiren einer Gouvernante/ Jane Eyre: Memoirs of a Governess","Verlags-Comptoir","1",NA,"","","Translated from 'Old Nick''s French version first published in Brussels in 1849","",NA,""
"260",121,47.6086392995322,19.1116056761087,"Pest","Budapest","Budapest","Hungary","German","",1854,"01/01/1854 00:00","",122,"A. Heinrich","Jane Eyre oder die Waise von Lowood / Jane Eyre or the Orphan of Lowood","Hartleben","1",NA,"","","Place of publication given as 'Pest, Vienna and Leipzig'","",NA,""
"261",116,53.5905887761436,9.88493589823257,"Altona","Hamburg","Hamburg","Germany","German","",1854,"01/01/1854 00:00","",106,"Unknown","Jane Eyre, die Waise von Lowood / Jane Eyre the Orphan of Lowood","Heilbutt","1",NA,"","","Tatlock describes this text as being adapted from Fort's 1850 translation (Jane Eyre in German Lands) ","",NA,""
"262",NA,48.5679665092147,9.27603072642412,"Reutlingen","Reutlingen","Reutlingen","Germany","German","",1882,"01/01/1882 00:00","",NA,"Otto Berger","Jane Eyre, die Waise von Lowood, oder Gott führt die Seinen wunderbar. Für’s Volk erzählt/Jane Eyre, the Orphan of Lowood, or God wonderfully guides his own. Told for the people","Enßlin & Laiblin","",NA,"","","Source: Tatlock, Jane Eyre in German Lands","",NA,""
"263",119,51.4089185645499,12.4345673114912,"Leipzig","Leipzig","Leipzig","Germany","German","2008, 2011, 2013",1887,"01/01/1887 00:00","",119,"Marie von Borch","Jane Eyre, die Waise von Lowood, eine Autobiographie / Jane Eyre, the Orphan of Lowood, an Autobiograpy","Ph. Reclam","3",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/German/2008%20Engelmann.png?role=personal","","Publication 1887-90. Jay Dillon advises that there were ten printings from 1888 to 1917, 34,000 copies in all. The 2008 edition, with later reprints, was revised by Martin Engelmann","",NA,""
"264",NA,52.5642443965791,13.4061691374321,"Berlin","Berlin","Berlin","Germany","German","",1890,"01/01/1890 00:00","",NA,"Unknown","Jane Eyre, die Waise von Lowood von Currer Bell. Aus dem Englischen für die reifere weibliche Jugend bearbeitet/Jane Eyre, the Orphan of Lowood by Currer Bell. Adapted from the English for Older Girls","Prochaska","",NA,"","","Fifth edition. The date of this edition is approximate and that of the first edition is unknown. Source: Tatlock, Jane Eyre in German Lands","",NA,""
"265",126,53.4434346947712,13.4179112721937,"Teschendorf","Teschendorf","Teschendorf","Germany","German","1902",1892,"01/01/1892 00:00","",126,"Unknown","Johanna Eyre, die Waise von Lowood / Jane Eyre, the Orphan of Lowood","Prochaska","1",NA,"","","Tatlock describes this text as a revised and abridged version of Susemihl’s 1848 translation","",NA,""
"266",13,48.1726780637709,16.435352493043,"Vienna","Vienna","Vienna","Austria","German","",1894,"01/01/1894 00:00","",13,"Unknown","Jane Eyre oder die Waise aus Lowood / Jane Eyre or the Orphan of Lowood","A. Hartleben","1",NA,"","","Tatlock describes this text as a revised and abridged version of Heinrich’s 1854 translation","",NA,""
"267",115,51.5669066699851,12.0325728195445,"Halle a. d. Saale","Halle","Halle","Germany","German","",1904,"01/01/1904 00:00","",116,"Eduard von Bauernfeld ","Jane Eyre, die Waise von Lowood / Jane Eyre, the Orphan of Lowood","O. Hendel","1",NA,"","","Tatlock describes this text as being based on the anonymous 1854 adaptation of Fort’s 1850 translation, published in Hamburg","",NA,""
"268",125,48.6878050255012,9.14279630772238,"Stuttgart","Stuttgart","Stuttgart","Germany","German","1912",1904,"01/01/1904 00:00","",125,"G.A. Volchert","Jane Eyre, Die Waise von Lowood / Jane Eyre, the Orphan of Lowood","Franckhsche Verlh","1",NA,"","","Hohn gives the date of first publication of this edition as 1904; Tatlock, who has examined the 1912 edition, describes the text as being a re-worked version of the 1850 Grieb translation published in Leipzig","",NA,""
"269",111,52.5517530603004,13.351600812868,"Berlin","Berlin","Berlin","Germany","German","",1905,"01/01/1905 00:00","",112,"Gertrude Reichard","Die Waise von Lowood / The Orphan of Lowood","Jugendhort","1",NA,"","","","",NA,""
"270",NA,52.5787453808492,13.4511252622388,"Berlin","Berlin","Berlin","Germany","German","1917, 1927, 1935",1906,"01/01/1906 00:00","",NA,"Rudolf Reichhardt","Jane Eyre, die Waise von Lowood/Jane Eyre, the Orphan of Lowood. ","Globus","",NA,"","","Tatlock describes this text as relying heavily on Borch’s translation, and as being aimed at younger readers.","",NA,""
"271",108,52.4361482115598,13.3245158282842,"Berlin","Berlin","Berlin","Germany","German","",1911,"01/01/1911 00:00","",109,"Ilka von Hartung","Die Waise von Lowood / The Orphan of Lowood","Weichert","1",NA,"","","Aimed at younger readers","",NA,""
"272",120,51.3955524958365,12.3952022798279,"Leipzig","Leipzig","Leipzig","Germany","German","",1927,"01/01/1927 00:00","",120,"Bertha Tucholsky","Jane Eyre","Hesse und Becker Verlag","1",NA,"","","","",NA,""
"273",486,47.3046750069912,8.63498654962615,"Zürich","Zürich","Zürich","Switzerland","German","1963, 1994, 1996, 1997",1945,"01/01/1945 00:00","",486,"Paola Meister-Calvino","Jane Eyre","Manesse","5",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/German/1963%20Meister-Calvino.png?role=personal","","","",NA,""
"274",487,47.2900445198025,8.45767942221002,"Zürich","Zürich","Zürich","Switzerland","German","",1947,"01/01/1947 00:00","",487,"Ursula Markun","Jane Eyre","Büchergilde Gutenberg","1",NA,"","","","",NA,""
"275",14,48.1260822691565,16.4600594002874,"Vienna","Vienna","Vienna","Austria","German","1950, 1952",1948,"01/01/1948 00:00","",14,"Carl Haus","Jane Eyre","Verkauf","1",NA,"","","Published simultaneously in Zürich","",NA,""
"276",NA,47.3983425929528,8.54145973079004,"Zürich","Zürich","Zürich","Switzerland","German","",1948,"01/01/1948 00:00","",NA,"Carl Haus","Die Waise von Lowood: Roman / The Orphan of Lowood: a novel","Ex Libris-Verl.","",NA,"","","Published simultaneously in Vienna; republished in Cologne in 1950","",NA,""
"277",488,47.295993554391,8.47119403277622,"Zürich","Zürich","Zürich","Switzerland","German","",1950,"01/01/1950 00:00","",488,"Carl Bach","Jane Eyre ","Buchclub Ex Libris","1",NA,"","","","",NA,""
"278",118,51.0329488077118,6.88331222426378,"Cologne","Cologne","Cologne","Germany","German","",1950,"01/01/1950 00:00","",118,"Carl Haus","Jane Eyre, die Waise von Lowood / Jane Eyre, the Orphan of Lowood","Kiepenheuer","1",NA,"","","First Cologne edition of the translation originally published in Zürich and Vienna in 1948","",NA,""
"279",485,47.3159187035486,8.4731775893467,"Zürich","Zürich","Zürich","Switzerland","German","1959, 1961, 1978",1958,"01/01/1958 00:00","",485,"Bernhard Schindler","Jane Eyre, eine Autobiographie / Jane Eyre, an Autobiography","Diogenes ","3",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/German/1959%20Schindler.png?role=personal","","Later republished in Berlin (1963)","",NA,""
"280",113,50.0499838194962,8.60129819749358,"Frankfurt am Main, Berlin","Frankfurt","Frankfurt","Germany","German","1981, 1986, 1988, 1989, 1990, 1992, 1993, 1996",1958,"01/01/1958 00:00","",114,"Elisabeth von Arx","Jane Eyre: Roman / Jane Eyre: Novel","Ullstein","9",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/German/1986%20von%20Arx.png?role=personal","","","",NA,""
"281",117,46.5597861061151,14.2849248317352,"Klagenfurt","Klagenfurt","Klagenfurt","Austria","German","",1961,"01/01/1961 00:00","",117,"Hertha Lorenz","Jane Eyre, die Waise von Lowood / Jane Eyre, the Orphan of Lowood","Eduard Kaiser Verlag","1",NA,"","","","",NA,""
"282",107,52.5771345502833,13.3646858439118,"Berlin","Berlin","Berlin","Germany","German","",1963,"01/01/1963 00:00","",108,"Bernhard Schindler and Renate Jessel","Die Waise von Lowood / The Orphan of Lowood","Kinderbuchverlag","1",NA,"","","First Berlin edition of the translation originally published in Zürich in 1958. Illustrated by Renate Jessel","",NA,""
"283",112,50.1448809596396,8.66137549611243,"Frankfurt am Main","Frankfurt","Frankfurt","Germany","German","1986, 1987, 1989, 1990, 1992, 1993, 1994, 1997, 1998, 2004, 2008, 2015",1979,"01/01/1979 00:00","",113,"Helmut Kossodo","Jane Eyre, Eine Autobiographie / Jane Eyre, an Autobiography","Insel","11",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/German/1986%20Kossodo.png?role=personal","","","",NA,""
"284",123,48.7164630327728,9.12107218933691,"Stuttgart","Stuttgart","Stuttgart","Germany","German","1996, 1998, 2011",1990,"01/01/1990 00:00","",123,"Ingrid Rein","Jane Eyre, Eine Autobiographie","Philipp Reclam","4",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/German/1990%20Rein.png?role=personal","","","",NA,""
"285",122,48.0709119549647,11.5287576570971,"Munich","Munich","Munich","Germany","German","1998, 1999, 2000, 2008, 2014, 2018",1997,"01/01/1997 00:00","",121,"Gottfried Röckelein","Jane Eyre: Roman","Deutscher Taschenbuch Verlag","7",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/German/2000%20R%C3%B6ckelein.png?role=personal","","","",NA,""
