"","Column","lat","lng","label_place_of_publication","X20","city","country","language","dates_of_reprints","date","Column1","date.3","cartodb_id","translator_s","title","publisher","number_of_printings_and_or_editions","sales_figures_if_known","link_to_cover","link_to_sound_file_of_title","notes","source__w__worldcat__it__index_translationum","X_column","Column.23"
"502",NA,38.9516137785319,121.703057592636,"Dalian","Dalian","Dalian","China","Chinese","0",2008,"01/01/2008 00:00","",NA,"Jing Zhang (张静) ","简爱 / Jianai / Jane Eyre","Dalian University of Technology Press","",NA,"","","Later republished in Beijing (2009)","",NA,""
"503",53,41.8170625851028,123.330619160862,"Shenyang","Shenyang","Shenyang","China","Chinese","0",2008,"01/01/2008 00:00","",52,"Kan Dai (戴侃)","简爱 / Jianai / Jane Eyre","Liaoning jiaoyu press","1",NA,"","","","",NA,""
"504",NA,34.2037952904653,108.878932693354,"Xi'an","Xi'an","Xi'an","China","Chinese","0",2008,"01/01/2008 00:00","",NA,"Qingong Du (杜勤功) ","简爱 / Jianai / Jane Eyre","Shaanxi Renmin Jiaoyu Press","",NA,"","","","",NA,""
"505",38,39.9079179383211,116.528413599481,"Beijing","Beijing","Beijing","China","Chinese","0",2008,"01/01/2008 00:00","",38,"Yue Fu (付悦)","简爱 / Jianai / Jane Eyre","Nongcun Duwu Press ","1",NA,"","","","",NA,""
"506",58,45.9121162923185,15.9666615462645,"Zagreb","Zagreb","Zagreb","Croatia","Croatian","2012",2008,"01/01/2008 00:00","",58,"Giga Gračan","Jane Eyre","Naklada Ljevak","2",NA,"https://www.dropbox.com/s/shsev79vdue9f2m/2008%20Gra%C4%8Dan.jpg?dl=0; https://www.dropbox.com/s/dem40aiorbir66t/2012%20Gra%C4%8Dan.jpg?dl=0","","Modernized version of the 1974 translation by Giga Gračan and Andrijana Hewitt, introducing post-independence linguistic forms","IT",NA,""
"507",308,52.2159939276891,5.14292520820581,"Hilversum","Hilversum","Hilversum","Netherlands","Dutch","0",2008,"01/01/2008 00:00","",308,"Clara Eggink","Jane Eyre","Just Publishers","3",NA,"","","First Hilversum edition of the translation originally published in Haarlem in 1970","WorldCat",NA,""
"508",310,52.0999109786529,5.16811150429511,"Houten","Houten","Houten","Netherlands","Dutch","0",2008,"01/01/2008 00:00","",310,"Unknown","Jane Eyre : een autobiografie","Het Spectrum, verschenen of in herdruk","1",NA,"","","","WorldCat",NA,""
"509",92,48.9110893169675,2.36544874092919,"Paris","Paris","Paris","France","French","2012, 2016",2008,"01/01/2008 00:00","",97,"Dominique Jean","Jane Eyre","Gallimard (Folio Classique), and Gallimard Jeunesse","3",NA,"","","","",NA,""
"510",134,37.9047660283147,23.6457148828573,"Athens","Athens","Athens","Greece","Greek","0",2008,"01/01/2008 00:00","",134,"Klairē Laina (Κλαίρη Λαϊνά)","Τζέιν Έιρ / Jane Eyre ","Harlenik Bell (Χαρλένικ Ελλάς)","1",NA,"No image available","","","ΒΙΒΛΙΟΝΕΤ",NA,""
"511",246,45.1088001515484,7.6149456225956,"Turin","Turin","Turin","Italy","Italian","2017",2008,"01/01/2008 00:00","",246,"L. Lamberti","Jane Eyre","Einaudi","2",NA,"","","","SBN",NA,""
"512",NA,-19.9771454302993,-44.0061341957022,"Belo Horizonte","Belo Horizonte","Belo Horizonte","Brazil ","Portuguese","2009",2008,"01/01/2008 00:00","",NA,"Waldemar Rodrigues de Oliveira","Jane Eyre","Editora Itatiaia","2?",NA,"","","","",NA,""
"513",444,41.370662335568,2.1615653111909,"Barcelona","Barcelona","Barcelona","Spain","Spanish","0",2008,"01/01/2008 00:00","",448,"Carmen Martín Gaite","Jane Eyre","Debolsillo","4",NA,"","","First Barcelona edition of the translation originally published in Havana in 1999. Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix","OT (2013)",NA,""
"514",499,39.9831882398578,32.8651984607706,"Ankara","Ankara","Ankara","Turkey","Turkish","0",2008,"01/01/2008 00:00","",522,"Sevgi Alişarlı","Jane Eyre","Kılavuz Yayıncılık","1",NA,"","","Abridged","National Library of Turkey",NA,""
"515",NA,43.8621601996369,125.21514557582,"Changchun","Changchun","Changchun","China","Chinese","0",2009,"01/01/2009 00:00","",NA,"Dongmei Shi (史东梅)","简爱 / Jianai / Jane Eyre","Beifang Funv Ertong Press","",NA,"","","","",NA,""
"516",NA,39.8829661314704,116.490657559022,"Beijing","Beijing","Beijing","China","Chinese","0",2009,"01/01/2009 00:00","",NA,"Jing Zhang (张兢) and Su Liu (刘素)","简爱 / Jianai / Jane Eyre","China International Radio Press","",NA,"","","First Beijing edition of the translation originally published in Dalian in 2008","",NA,""
"517",NA,39.9700039904893,116.513142812889,"Beijing","Beijing","Beijing","China","Chinese","0",2009,"01/01/2009 00:00","",NA,"Shengyao Zhan (詹圣耀）","简爱 / Jianai / Jane Eyre","Huayi Press","",NA,"","","","",NA,""
"518",169,23.0277485737048,72.5648423691872,"Amadāvāda","Amadāvāda","Mumbai","India","Gujarati","0",2009,"01/01/2009 00:00","",167,"Manasukh Kākaḍiyā","વેઈકફીલ્ડનો ભલો પાદરી, બિચારી અનાથ છોકરી / The Vicar of Wakefield, The Poor Orphan Girl","Bālavinōod Prakāśan","1",NA,"","","Abridged, and printed in one volume with a translation of Oliver Goldsmith's The Vicar of Wakefield. Source: researcher's copy (Abhishek Jain)","Researcher's copy (Abhishek Jain)",NA,""
"519",180,35.6013966129368,51.3262596814573,"Tehran","Tehran","Tehran","Iran","Persian","2015",2009,"01/01/2009 00:00","",179,"Nushin Ebrahimi","Jane Eyre /جین ایر","Ofoq","2",NA,"","","Translation of a 're-telling' for children by Anna Claybourne (2003)","National Library of Iran: http://www.nlai.ir/",NA,""
"520",NA,41.0847597425939,-8.62849566712806,"Porto","Porto","Porto","Portugal","Portuguese","0",2009,"01/01/2009 00:00","",NA,"Unknown","Jane Eyre","Modo de Ler","1",NA,"","","","",NA,""
"521",345,44.4995445421579,26.0929757217176,"Bucharest","Bucharest","Bucharest","Romania","Romanian","0",2009,"01/01/2009 00:00","",345,"Radu Lazăr","Jane Eyre","Adevărul Holding : Leda","1",NA,"https://www.dropbox.com/s/32uug5bs285z2cz/2009%20Laz%C4%83r.jpg?dl=0","","","WorldCat",NA,""
"522",423,41.3699559289318,2.08789620491047,"Barcelona","Barcelona","Barcelona","Spain","Spanish","2010, 2011, 2015",2009,"01/01/2009 00:00","",426,"Toni Hill","Jane Eyre","Mondadori","4",NA,"https://www.dropbox.com/s/cs6z3tjoundlx7e/2009_Hill.jpg?dl=0","","2011 edition is with Debolsillos; 2015 with Penguin Clásicos. Source: M. Ortega Sáez, Traduccioes del franquismo en el mercado literario español contemporáneo: el caso de Jane Eyre de Juan G. de Luaces. PhD dissertation. Universidad de Barcelona, 2013, appendix","OT (2013)",NA,""
"523",495,13.7515705784755,100.600820480219,"Bangkok","Bangkok","Bangkok","Thailand","Thai","0",2009,"01/01/2009 00:00","",495,"ʻAnchasā Phatthawansō̜n; Clare West","เจน แอร์-- รักแท้ชั่วนิรันดร์ / Ghane ʻǣ-- rak thǣ chūaniran / Jane Eyre: Love Forever","Sīʻetyūkhēchan","1",NA,"","","","WorldCat",NA,""
"524",276,33.8183160586477,35.5498570554655,"Beirut","Beirut","Beirut","Lebanon","Arabic","0",2010,"01/01/2010 00:00","",276,"Riḥāb ʿakāwī","Jane Eyre /جین ایر","Dār Al-Ḥarf al-ʿArabī","1",NA,"","","","",NA,""
"525",NA,23.7975390301801,90.3933190395612,"Dhaka","Dhaka","Dhaka","Bangladesh","Bengali","0",2010,"","",NA,"Dhrub Nīl (ধ্রুব নীল)","শার্লট ব্রন্টি জেন আয়ার / Śārlaṭ Branṭi: Jen Āẏār / Charlotte Brontë: Jane Eyre ","Pāñjērī Pāblikēśans ","",NA,"","","Abridged and illustrated: 'Teenage Classics Series'","",NA,""
"526",413,41.3414129837238,2.23635779179935,"Barcelona","Barcelona","Barcelona","Spain","Catalan","0",2010,"01/01/2010 00:00","",413,"Anna Llisterri","Jane Eyre","Teide","1",NA,"https://www.dropbox.com/s/vhfv9hq0edcxmiq/2010_Llisterri.jpg?dl=0","","","WorldCat",NA,""
"527",NA,43.8065662814563,126.455428818775,"Jilin","Jilin","Jilin","China","Chinese","0",2010,"01/01/2010 00:00","",NA,"Jiachun Zhou (周家春)","简爱 / Jianai / Jane Eyre","Shidai Wenyi Press","",NA,"","","","",NA,""
"528",35,39.9046694032245,116.390632991571,"Beijing","Beijing","Beijing","China","Chinese","0",2010,"01/01/2010 00:00","",35,"Jianhua Shi (施建华)","简爱 / Jianai / Jane Eyre","Zhongyang Bianyi Press","1",NA,"","","","",NA,""
"529",NA,30.5945070721973,104.044658438181,"Chengdu","Chengdu","Chengdu","China","Chinese","0",2010,"01/01/2010 00:00","",NA,"Li Ren (立人) (编译)","简爱 / Jianai / Jane Eyre","Tiandi Press","",NA,"","","","",NA,""
"530",NA,43.9008616058047,125.217934960273,"Changchun","Changchun","Changchun","China","Chinese","0",2010,"01/01/2010 00:00","",NA,"Min Zhang (张敏)","简爱 / Jianai / Jane Eyre","Jilin Wenshi Press","",NA,"","","","",NA,""
"531",NA,31.8049986844728,117.240025993645,"Hefei","Hefei","Hefei","China","Chinese","0",2010,"01/01/2010 00:00","",NA,"Wenqi Li (李文绮)","简爱 / Jianai / Jane Eyre","Anhui Jiaoyu Press","",NA,"","","First Hefei edition of the translation originally published in Taipei","",NA,""
"532",171,-6.24559391398798,106.908612094258,"Jakarta","Jakarta","Jakarta","Indonesia","Indonesian","0",2010,"01/01/2010 00:00","",171,"Lulu Wijaya","Jane Eyre","Gramedia Pustaka Utama","1",NA,"https://www.dropbox.com/s/4vtw39hf6y2rxia/2010%20Wijaya.jpg?dl=0","","","WorldCat",NA,""
"533",188,35.6695413508193,51.4560735794861,"Tehran","Tehran","Tehran","Iran","Persian","0",2010,"01/01/2010 00:00","",187,"Reza Reza’i","Jane Eyre /جین ایر","Nashr-e Ney","1",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/2010%20Reza'i.png?role=personal","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/2010%20Reza'i.m4a?role=personal","Complete ","National Library of Iran: http://www.nlai.ir/",NA,""
"534",NA,-23.6543791107608,-46.5482570730444,"São Paulo","São Paulo","São Paulo","Brazil ","Portuguese","2016",2010,"01/01/2010 00:00","",NA,"Doris Goettems","Jane Eyre","Landmark","2",NA,"","","Bilingual and illustrated","",NA,""
"535",492,38.5444705903292,68.7065499780511,"Dushanbe","Dushanbe","Dushanbe","Tajikistan","Tajik","0",2010,"01/01/2010 00:00","",492,"Unknown","Jen Ėĭr: roman / Jane Eyre: Novel"," TJB ""Istijbol","1",NA,"","","In Cyrillic script","WorldCat",NA,""
"536",524,40.9763536044857,28.9051784444165,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","2011",2010,"01/01/2010 00:00","",523,"Ceren Taştan","Jane Eyre: Yıllar Sonra Gelen Mutluluk / Jane Eyre: Happiness Coming After Many Years","Martı Yayıncılık","2",NA,"","","Subtitled 'Yıllar Sonra Gelen Mutluluk' (The happiness that arrived after many years)","National Library of Turkey",NA,""
"537",525,41.1176519849333,28.9735517980095,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","0",2010,"01/01/2010 00:00","",524,"Edibe Atar","Jane Eyre","Bahar Yayınevi","1",NA,"","","Marketed as a 'comprehensive summary'","National Library of Turkey",NA,"Wasn't able to find this in Ortega list"
"538",548,21.045076239599,105.863719076031,"Hà Nội","Hà Nội","Hà Nội","Vietnam","Vietnamese","0",2010,"01/01/2010 00:00","",548,"Anh Kim Trần; Đức Nam Nguyễn","Jên Erơ","Văn Học","1",NA,"https://www.dropbox.com/s/ebiiqslezije27h/2010%20Tr%E1%BA%A7n%20and%20Nguy%E1%BB%85n.jpg?dl=0","","","WorldCat",NA,""
"539",NA,23.7798502018925,90.3522514695789,"Dhaka","Dhaka","Dhaka","Bangladesh","Bengali","0",2011,"01/01/2011 00:00","",NA,"Khurram Hosahim (খুররম হোসাইন)","শার্লট ব্রন্টি জেন আয়ার / Charlotte Brontë: Jane Eyre","Phrēnḍs Buk Karṇār","",NA,"","","Abridged","",NA,""
"540",NA,31.3059141889079,118.421513377255,"Wuhu","Wuhu","Wuhu","China","Chinese","0",2011,"01/01/2011 00:00","",NA,"Xingye Zhao（赵星冶）","简爱 / Jianai / Jane Eyre","Anhui Normal University Press","",NA,"","","","",NA,""
"541",NA,43.7697905157486,126.628710388228,"Jilin","Jilin","Jilin","China","Chinese","0",2011,"01/01/2011 00:00","",NA,"Yi Tang (唐译）","简爱 / Jianai / Jane Eyre","Jilin Publishing Group","",NA,"","","","",NA,""
"542",NA,40.7777615574438,111.707645785737,"Hohhot","Hohhot","Hohhot","China","Chinese","0",2011,"01/01/2011 00:00","",NA,"Yongqian Wu (吴永谦) (编)","简爱 / Jianai / Jane Eyre","Yuanfang Press","",NA,"","","","",NA,""
"543",147,37.9662410315461,23.6569790951937,"Athens","Athens","Athens","Greece","Greek","0",2011,"01/01/2011 00:00","",147,"Beatrice Kantzola-Zambatakou (Βεατρίκη Κάντζολα - Σαμπατάκου)","Τζέιν Έιρ / Jane Eyre","Savvalas (Σαββάλας)","1",NA,"https://www.dropbox.com/s/y34flobnof08lwh/2011_Kantzola-Zambatakou.jpg?dl=0","","Juvenile edition","ΒΙΒΛΙΟΝΕΤ",NA,""
"544",143,38.0210195091888,23.7080070038356,"Athens","Athens","Athens","Greece","Greek","0",2011,"01/01/2011 00:00","",143,"Maria Exarchou (Μαρία Έξαρχου)","Τζέιν Έιρ / Jane Eyre ","Tessera Pi (4π Ειδικές Εκδόσεις Α.Ε.)","1",NA,"https://www.dropbox.com/s/oo2091ix4pd00cy/2011_Exarchou.jpg?dl=0","","","ΒΙΒΛΙΟΝΕΤ",NA,""
"545",236,45.4512435801454,9.19595611157759,"Milan","Milan","Milan","Italy","Italian","0",2011,"01/01/2011 00:00","",236,"Fosca Belli","Jane Eyre","Dalai ","1",NA,"","","","SBN",NA,""
"546",216,43.7711298526974,11.199828181175,"Florence, Milan","Florence","Florence","Italy","Italian","0",2011,"01/01/2011 00:00","",216,"Marianna D'Ezio","Jane Eyre","Giunti","1",NA,"","","With an introduction by Joyce Carol Oates","SBN",NA,""
"547",190,35.6071473695078,51.303302073726,"Tehran","Tehran","Tehran","Iran","Persian","0",2011,"01/01/2011 00:00","",190,"Maryam Rasuli","Jane Eyre /جین ایر","Ordibehesht","1",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/2011%20Rasuli.JPEG?role=personal","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/2011%20Rasuli.m4a?role=personal","","National Library of Iran: http://www.nlai.ir/",NA,""
"548",187,35.7779835097232,51.3552013178035,"Tehran","Tehran","Tehran","Iran","Persian","0",2011,"01/01/2011 00:00","",186,"Shoʻleh Moradi","Jane Eyre /جین ایر","Marefat, Zaban-amuz","1",NA,"","","Abridged","National Library of Iran: http://www.nlai.ir/",NA,""
"549",335,38.6907585561059,-9.09102470561288,"Lisbon","Lisbon","Lisbon","Portugal","Portuguese","0",2011,"01/01/2011 00:00","",333,"Alice Rocha","Jane Eyre ","Presença","1",NA,"","","","",NA,""
"550",NA,-22.955423144925,-43.3022295249354,"Rio de Janeiro","Rio de Janeiro","Rio de Janeiro","Brazil ","Portuguese","2013, 2014, 2016, 2018?",2011,"01/01/2011 00:00","",NA,"Heloísa Seixas","Jane Eyre","Edições Bestbolso","5?",NA,"","","","",NA,""
"551",NA,41.1489043557831,-8.78977743344809,"Matosinhos","Matosinhos","Matosinhos","Portugal","Portuguese","2012",2011,"01/01/2011 00:00","",NA,"Mafalda Dias ","Jane Eyre","Book.it","2",NA,"","","","",NA,""
"552",26,53.9048261967479,27.5231114810097,"Minsk","Minsk","Minsk","Belarus","Russian","0",2011,"01/01/2011 00:00","",26,"I. G. Gurova","Джейн Эйр /Dzheĭn Ėĭr / Jane Eyre","Harvest, peč","1",NA,"","","First Minsk edition of the Gurova translation originally published in Moscow in 1999","",NA,""
"553",535,50.0288887587151,36.2119998397978,"Charkiv","Charkiv","Charkiv","Ukraine","Russian","0",2011,"01/01/2011 00:00","",534,"Unknown","Джен Эйр / Dzhen Eĭr / Jane Eyre","Izdatelʹstvo Klub Semeĭnogo Dosuga","1",NA,"","","Likely to reprint the Stanevich, Stanevich-Gurova, or Gurova text","",NA,""
"554",40,30.7014290101659,104.060604527145,"Chengdu","Chengdu","Chengdu","China","Tibetan","0",2011,"01/01/2011 00:00","",56,"Sonam Lhundrub","Bumo Dreng Ar gyi mitse (Bu mo sgreng ar gyi mi tshe) / The Human Life of the Girl Jane Eyre","Sichuan Publishing House (Si khron dpe skrun tshogs pa)","1",NA,"https://www.dropbox.com/home/Prismatic%20jane%20Eyre/3%20homework%202018-19/3%20Cover%20images/Tibetan?preview=2011+Sonam+Lhundrub.tiff","https://www.dropbox.com/home/Prismatic%20jane%20Eyre/3%20homework%202018-19/4%20Sound%20files%20of%20title%20and%20author/Tibetan?preview=2011+Sonam+Lhundrub.m4a","Abridged. The Tibetan translation was made on the basis of the abridged Chinese translation by Daming Li and Jing Li (2001). The book begins with the Tibetan text, followed by the Chinese text. Source: Researcher's copy (Ulrich Timme Kragh)","Researcher's copy (Ulrich Timme Kragh)",NA,""
"555",526,41.0099985416043,29.0469348235086,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","0",2011,"01/01/2011 00:00","",525,"Mesut Yıldırım","Jane Eyre","Bahar Yayınevi","1",NA,"","","Abridged","National Library of Turkey",NA,""
"556",77,30.0274188840746,31.2676302200626,"Cairo and Alexandria, Egypt","Cairo","Cairo","Egypt","Arabic","0",2012,"01/01/2012 00:00","",82,"Ḥilmī Murād","Jane Eyre /جین ایر","Modern Arab Foundation","1",NA,"","","","",NA,""
"557",NA,45.881552807428,126.440321203041,"Harbin","Harbin","Harbin","China","Chinese","0",2012,"01/01/2012 00:00","",NA,"Chengbin Zhang (张承滨)","简爱 / Jianai / Jane Eyre","Beifang Wenyi Publishing House","",NA,"","","","",NA,""
"558",NA,22.2727781278552,114.063899770111,"Hong Kong","Hong Kong","Hong Kong","Hong Kong","Chinese","0",2012,"01/01/2012 00:00","",NA,"Peifang Liu (刘珮芳) and Xiaowan Chen (陈筱宛)","简爱 / Jianai / Jane Eyre","Haodoo Press","",NA,"","","","",NA,""
"559",NA,28.204180577373,113.051224825773,"Changsha","Changsha","Changsha","China","Chinese","0",2012,"01/01/2012 00:00","",NA,"Xiaoyan Feng (冯小晏)","简爱 / Jianai / Jane Eyre","Changsha Wenyi Press","",NA,"","","","",NA,""
"560",NA,31.9963613748304,118.819441695099,"Nanjing","Nanjing","Nanjing","China","Chinese","0",2012,"01/01/2012 00:00","",NA,"Yajing Ma (马亚静)","简爱 / Jianai / Jane Eyre","Yilin Press","",NA,"","","","",NA,""
"561",NA,39.867268609009,116.515847539235,"Beijing","Beijing","Beijing","China","Chinese","0",2012,"01/01/2012 00:00","",NA,"Zhangxia Pu (蒲章霞) ","简爱 / Jianai / Jane Eyre","China Shuji Press","",NA,"","","Illustrated","",NA,""
"562",NA,25.0451299995121,121.507470321425,"Taipei","Taipei","Taipei","Taiwan","Chinese","0",2012,"01/01/2012 00:00","",NA,"Zhiyun Si (斯志云)","简爱 / Jianai / Jane Eyre","Licun Wenhua ","",NA,"","","","",NA,""
"563",NA,50.1063807834521,14.5087671817964,"Prague","Prague","Prague","Czech Republic","Czech","",2012,"","",NA,"Pavla a Matouš Iblovi","Jane Eyreová","Československý spisovatel","",NA,"","","","",NA,""
"564",199,35.648767404698,51.3594600482058,"Tehran","Tehran","Tehran","Iran","Persian","0",2012,"01/01/2012 00:00","",199,"Maryam Dastum","Jane Eyre /جین ایر","Zaban-e mehr","1",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/2012%20Dastum.JPEG?role=personal","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/2012%20Dastum.m4a?role=personal","Translated from the text of the abridged Oxford Bookworms Series for English language learners","National Library of Iran: http://www.nlai.ir/",NA,""
"565",379,45.175018539642,19.8940726700064,"Novi Sad","Novi Sad","Novi Sad","Serbia","Serbian","0",2012,"01/01/2012 00:00","",379,"Radmila Todorović"," Džejn Ejr / Jane Eyre","Kuća dobre knjige","20",NA,"","","First Novi Sad edition of the translation originally published in Belgrade in 1952 ","COBISS",NA,""
"566",272,29.3540193056718,47.9731223917682,"Kuwait City","Kuwait City","Kuwait City","Kuwait","Arabic","0",2013,"01/01/2013 00:00","",272,"Amal al-Rifāʿī","Story of Jane Eyre /قصة جين اير","Dār Nāshirī Lil Nashr al-Ilikitrūni ","1",NA,"","","Electronic version","",NA,""
"567",NA,40.4588832986471,49.8740390552651,"Baku","Baku","Baku","Azerbaijani","Azeri","0",2013,"","",NA,"Nadir Bədəlov","Ceyn Eyr","Qanun, ‘Äli vä Nino’","",NA,"","","Translated from Russian (probably one of the Stanevich, Stanevich-Gurova or Gurova translations). Source: Jay Dillon Rare Books + Manuscripts","",NA,""
"568",30,42.7789415046967,23.2499856390742,"Sofia","Sofia","Sofia","Bulgaria","Bulgarian","0",2013,"01/01/2013 00:00","",31,"Natalya Georgieva, Dimit'r Tonin & Silvia Serafimova Velikova"," Джейн Еър: автобиография / Jane Eyre: An Autobiography","Šambala","1",NA,"","","","COBISS",NA,""
"569",NA,43.8628290015532,126.500560859706,"Jilin","Jilin","Jilin","China","Chinese","0",2013,"01/01/2013 00:00","",NA,"Guangjian Wu (伍光建)","简爱 / Jianai / Jane Eyre","Shidai Wenyi Press","",NA,"","","First Jilin edition of the translation originally published in Shanghai in 1935","",NA,""
"570",NA,39.992233729861,116.507845224099,"Beijing","Beijing","Beijing","China","Chinese","0",2013,"01/01/2013 00:00","",NA,"Jianren Huang (黄健人)","简爱 / Jianai / Jane Eyre","Foreign Language Teaching and Research Press","",NA,"","","","",NA,""
"571",NA,31.0889371993659,121.602017946111,"Shanghai","Shanghai","Shanghai","China","Chinese","0",2013,"01/01/2013 00:00","",NA,"Mengmei Wang （王梦梅) ","简爱 / Jianai / Jane Eyre","Shanghai Wenyi Press","",NA,"","","","",NA,""
"572",NA,39.8454532018725,116.490396031396,"Beijing","Beijing","Beijing","China","Chinese","0",2013,"01/01/2013 00:00","",NA,"Xiufang Ye, Ying Zeng, Baohong Zhu (叶秀芳， 曾颖，朱葆红) (编著) ","简爱 / Jianai / Jane Eyre","China Kexue Puji Press","",NA,"","","","",NA,""
"573",NA,50.0559806526754,14.3664992124526,"Prague","Prague","Prague","Czech Republic","Czech","",2013,"","",NA,"Petr Polák","Jana Eyrová","Dobrovský","",NA,"","","","",NA,""
"574",301,52.067652263992,5.94298491037101,"Arnhem","Arnhem","Arnhem","Netherlands","Dutch","0",2013,"01/01/2013 00:00","",301,"Bies van Ede","Jane Eyre","Bontekoe","1",NA,"","","Translation of a 're-telling' for children by Gill Tavner (2009)","WorldCat",NA,""
"575",297,52.4030404325753,4.98616145851421,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","0",2013,"01/01/2013 00:00","",297,"Unknown","Jane Eyre","Reader's Digest","1",NA,"","","Probably a reprint of one of the existing translations","WorldCat",NA,""
"576",230,45.4445051296275,9.25405415512553,"Milan","Milan","Milan","Italy","Italian","2016, 2018",2013,"01/01/2013 00:00","",230,"Berenice Capatti","Jane Eyre","Rizzoli","3",NA,"","","La biblioteca delle ragazze","SBN",NA,""
"577",265,35.6392625310252,139.709472639052,"Tokyo","Tokyo","Tokyo","Japan","Japanese","0",2013,"01/01/2013 00:00","",264,"Hiromi Kawashima","ジエイン・エア / Jane Eyre","Iwanami Shoten","1",NA,"","","","",NA,""
"578",189,35.5948451127598,51.3140203010902,"Tehran","Tehran","Tehran","Iran","Persian","0",2013,"01/01/2013 00:00","",189,"Hanieh Chupani","Jane Eyre /جین ایر","Fararuy","1",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/2013%20Chupani.png?role=personal","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/2013%20Chupani.m4a?role=personal","","National Library of Iran: http://www.nlai.ir/",NA,""
"579",191,35.7269488035442,51.4811448520194,"Tehran","Tehran","Tehran","Iran","Persian","0",2013,"01/01/2013 00:00","",191,"Marzieh Khosravi","Jane Eyre /جین ایر","Ruzgar","1",NA,"https://www.dropbox.com/home/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/2013%20Khosravi","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/2013%20Khosravi.m4a?role=personal","","National Library of Iran: http://www.nlai.ir/",NA,""
"580",192,35.6957135621199,51.3886001582403,"Tehran","Tehran","Tehran","Iran","Persian","0",2013,"01/01/2013 00:00","",192,"Mirinda Moqimi","Jane Eyre /جین ایر","Qasidak Saba & Hegmatan","1",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/2013%20Moqimi.jpg?role=personal","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/2013%20Moqimi.m4a?role=personal","","National Library of Iran: http://www.nlai.ir/",NA,""
"581",450,42.6477957468055,-5.62606577618856,"León","León","León","Spain","Spanish","0",2013,"01/01/2013 00:00","",453,"José Enrique Cubedo Fernández-Trapiella","Jane Eyre","Everest","1",NA,"https://www.dropbox.com/s/pmi74mkil1x0188/2013_Cubedo%20Fern%C3%A1ndez-Trapiella.jpg?dl=0","","First León edition of the translation originally published in Madrid in 1991","OT (2013)",NA,""
"582",494,13.6676546702133,100.527211461102,"Bangkok","Bangkok","Bangkok","Thailand","Thai","0",2013,"01/01/2013 00:00","",494,"Chanit Sāipradit","ความรักของเยน แอร์  / Khwām rak khō̜ng yēn ʻǣ / A Love Story ","Sǣngdāo","1",NA,"","","","WorldCat",NA,""
"583",527,41.0826758400998,29.0274808007788,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","0",2013,"01/01/2013 00:00","",526,"F. Deniz Abamor","Jane Eyre","Gendaş Yayınevi","1",NA,"","","Probably abridged","National Library of Turkey",NA,""
"584",1,41.2520903237446,19.8099862343878,"Tirana","Tirana","Tirana","Albania","Albanian","0",2014,"01/01/2014 00:00","",1,"Alina Karaulli","Xhein Airi / Jane Eyre","Pegi","1",NA,"https://www.dropbox.com/s/268dxy6v9pu0evi/2014%20Karaulli.jpg?dl=0","","","COBISS",NA,""
"585",NA,39.9369347605251,116.478271627504,"Beijing","Beijing","Beijing","China","Chinese","0",2014,"01/01/2014 00:00","",NA,"Wenjie Liu (刘文杰)","简爱 / Jianai / Jane Eyre","Beijing University of Technology Press","",NA,"","","","",NA,""
"586",NA,23.4380902163035,116.726994033773,"Shantou","Shantou","Shantou","China","Chinese","0",2014,"01/01/2014 00:00","",NA,"Xun Gong (龚勋)","简爱 / Jianai / Jane Eyre","Shantou University Press","",NA,"","","","",NA,""
